,word,negative,positive,uncertainty,litigious,constraining,superfluous,interesting
38094,inexactness,False,False,True,False,False,False,False
38111,inexperience,True,False,False,False,False,False,False
38112,inexperienced,True,False,False,False,False,False,False
38158,infection,False,False,False,False,False,False,True
38173,inferior,True,False,False,False,False,False,False
38266,inflicted,True,False,False,False,False,False,False
38284,influential,False,True,False,False,False,False,False
38297,inforce,False,False,False,True,False,False,False
38309,informative,False,True,False,False,False,False,False
38322,infraction,True,False,False,True,False,False,False
38336,infringe,True,False,False,False,False,False,False
38337,infringed,True,False,False,False,False,False,False
38338,infringement,True,False,False,False,False,False,False
38340,infringer,False,False,False,True,False,False,False
38342,infringes,True,False,False,False,False,False,False
38343,infringing,True,False,False,False,False,False,False
38364,ingenuity,False,True,False,False,False,False,False
38439,inhibit,False,False,False,False,True,False,False
38440,inhibited,True,False,False,False,True,False,False
38441,inhibiting,False,False,False,False,True,False,False
38447,inhibits,False,False,False,False,True,False,False
38457,inimical,True,False,False,False,False,False,False
38502,injunction,True,False,False,True,False,False,False
38504,injunctive,False,False,False,True,False,False,False
38505,injure,True,False,False,False,False,False,False
38506,injured,True,False,False,False,False,False,False
38509,injures,True,False,False,False,False,False,False
38510,injury,True,False,False,False,False,False,False
38511,injuring,True,False,False,False,False,False,False
38512,injurious,True,False,False,False,False,False,False
38579,innovate,False,True,False,False,False,False,False
38580,innovated,False,True,False,False,False,False,False
38581,innovates,False,True,False,False,False,False,False
38582,innovating,False,True,False,False,False,False,False
38583,innovation,False,True,False,False,False,False,False
38585,innovative,False,True,False,False,False,False,False
38587,innovativeness,False,True,False,False,False,False,False
38588,innovator,False,True,False,False,False,False,False
38610,inoperable,False,False,False,False,False,False,True
38614,inordinate,True,False,False,False,False,False,False
38615,inordinately,True,False,False,False,False,False,False
38637,inquiry,True,False,False,False,False,False,False
38689,insecure,True,False,False,False,False,False,False
38704,insensitive,True,False,False,False,False,False,False
38736,insightful,False,True,False,False,False,False,False
38762,insist,False,False,False,False,True,False,False
38763,insisted,False,False,False,False,True,False,False
38764,insistence,False,False,False,False,True,False,False
38768,insisting,False,False,False,False,True,False,False
38770,insists,False,False,False,False,True,False,False
38773,insofar,False,False,False,True,False,False,False
38785,insolvency,True,False,False,False,False,False,False
38787,insolvent,True,False,False,False,False,False,False
38810,inspiration,False,True,False,False,False,False,False
38811,inspirational,False,True,False,False,False,False,False
38822,instability,False,False,True,False,False,False,False
38926,insubordination,True,False,False,False,False,False,False
38933,insufficiency,True,False,False,False,False,False,False
38934,insufficient,True,False,False,False,False,False,False
38935,insufficiently,True,False,False,False,False,False,False
38976,insurrection,True,False,False,False,False,False,False
38989,intangible,False,False,True,False,False,False,False
39007,integrity,False,True,False,False,False,False,False
39062,intentional,True,False,False,False,False,False,False
39170,interfere,True,False,False,False,False,False,False
39171,interfered,True,False,False,False,False,False,False
39172,interference,True,False,False,False,False,False,False
39174,interferes,True,False,False,False,False,False,False
39175,interfering,True,False,False,False,False,False,False
39226,interlocutory,False,False,False,True,False,False,False
39261,intermittent,True,False,False,False,False,False,False
39262,intermittently,True,False,False,False,False,False,False
39322,interpleader,False,False,False,True,False,False,False
39329,interpose,False,False,False,True,False,False,False
39330,interposed,False,False,False,True,False,False,False
39331,interposes,False,False,False,True,False,False,False
39332,interposing,False,False,False,True,False,False,False
39333,interposition,False,False,False,True,False,False,False
39362,interrogate,False,False,False,True,False,False,False
39363,interrogated,False,False,False,True,False,False,False
39364,interrogates,False,False,False,True,False,False,False
39365,interrogating,False,False,False,True,False,False,False
39366,interrogation,False,False,False,True,False,False,False
39371,interrogator,False,False,False,True,False,False,False
39372,interrogatory,False,False,False,True,False,False,False
39375,interrupt,True,False,False,False,False,False,False
39376,interrupted,True,False,False,False,False,False,False
39380,interrupting,True,False,False,False,False,False,False
39381,interruption,True,False,False,False,False,False,False
39448,intestacy,False,False,False,True,False,False,False
39449,intestate,False,False,False,True,False,False,False
39467,intimidation,True,False,False,False,False,False,False
39574,intrusion,True,False,False,False,False,False,False
39610,invalid,True,False,False,False,False,False,False
39611,invalidate,True,False,False,False,False,False,False
39612,invalidated,True,False,False,False,False,False,False
39613,invalidates,True,False,False,False,False,False,False
39614,invalidating,True,False,False,False,False,False,False
39615,invalidation,True,False,False,False,False,False,False
39622,invalidity,True,False,False,False,False,False,False
39649,invent,False,True,False,False,False,False,False
39650,invented,False,True,False,False,False,False,False
39651,inventing,False,True,False,False,False,False,False
39652,invention,False,True,False,False,False,False,False
39654,inventive,False,True,False,False,False,False,False
39656,inventiveness,False,True,False,False,False,False,False
39658,inventor,False,True,False,False,False,False,False
39685,investigate,True,False,False,False,False,False,False
39686,investigated,True,False,False,False,False,False,False
39687,investigates,True,False,False,False,False,False,False
39688,investigating,True,False,False,False,False,False,False
39689,investigation,True,False,False,False,False,False,False
39695,investigatory,False,False,False,False,False,True,False
39752,involuntarily,True,False,False,False,False,False,False
39755,involuntary,True,False,False,False,False,False,False
39862,irreconcilable,True,False,False,False,False,False,False
39863,irreconcilably,True,False,False,False,False,False,False
39864,irrecoverable,True,False,False,False,False,False,False
39865,irrecoverably,True,False,False,False,False,False,False
39873,irregular,True,False,False,False,False,False,False
39874,irregularity,True,False,False,False,False,False,False
39876,irregularly,True,False,False,False,False,False,False
39888,irreparable,True,False,False,False,False,False,False
39889,irreparably,True,False,False,False,False,False,False
39914,irreversible,True,False,False,False,False,False,False
39916,irrevocability,False,False,False,True,False,False,False
39917,irrevocable,False,False,False,True,True,False,False
39918,irrevocably,False,False,False,True,True,False,False
40269,jeopardize,True,False,False,False,False,False,False
40270,jeopardized,True,False,False,False,False,False,False
40474,joinder,False,False,False,True,False,False,False
40630,judicial,False,False,False,True,False,False,False
40631,judicially,False,False,False,True,False,False,False
40632,judiciary,False,False,False,True,False,False,False
40744,jury,False,False,False,True,False,False,False
40745,juris,False,False,False,True,False,False,False
40746,jurisdiction,False,False,False,True,False,False,False
40747,jurisdictional,False,False,False,True,False,False,False
40748,jurisdictionally,False,False,False,True,False,False,False
40750,jurisprudence,False,False,False,True,False,False,False
40752,jurist,False,False,False,True,False,False,False
40755,juror,False,False,False,True,False,False,False
40758,juryman,False,False,False,True,False,False,False
40765,justice,False,False,False,True,False,False,False
40767,justifiable,True,False,False,False,False,False,False
40979,kickback,True,False,False,False,False,False,False
41313,knowingly,True,False,False,False,False,False,False
41438,lack,True,False,False,False,False,False,False
41441,lacked,True,False,False,False,False,False,False
41444,lacking,True,False,False,False,False,False,False
41445,lackluster,True,False,False,False,False,False,False
41505,lag,True,False,False,False,False,False,False
41511,lagged,True,False,False,False,False,False,False
41512,lagging,True,False,False,False,False,False,False
41728,lapse,True,False,False,False,False,False,False
41729,lapsed,True,False,False,False,False,False,False
41731,lapsing,True,False,False,False,False,False,False
41826,late,True,False,False,False,False,False,False
41913,laundering,True,False,False,False,False,False,False
41958,law,False,False,False,True,False,False,False
41963,lawful,False,False,False,True,False,False,False
41964,lawfully,False,False,False,True,False,False,False
41965,lawfulness,False,False,False,True,False,False,False
41974,lawmaker,False,False,False,True,False,False,False
41975,lawmaking,False,False,False,True,False,False,False
41986,lawsuit,False,False,False,True,False,False,False
41988,lawyer,False,False,False,True,False,False,False
42014,layoff,True,False,False,False,False,False,False
42054,leadership,False,True,False,False,False,False,False
42057,leading,False,True,False,False,False,False,False
42236,legal,False,False,False,True,False,False,False
42237,legalese,False,False,False,True,False,False,False
42243,legality,False,False,False,True,False,False,False
42244,legalization,False,False,False,True,False,False,False
42246,legalize,False,False,False,True,False,False,False
42247,legalized,False,False,False,True,False,False,False
42248,legalizes,False,False,False,True,False,False,False
42249,legalizing,False,False,False,True,False,False,False
42250,legally,False,False,False,True,False,False,False
42251,legals,False,False,False,True,False,False,False
42253,legatee,False,False,False,True,False,False,False
42290,legislate,False,False,False,True,False,False,False
42291,legislated,False,False,False,True,False,False,False
42292,legislates,False,False,False,True,False,False,False
42293,legislating,False,False,False,True,False,False,False
42294,legislation,False,False,False,True,False,False,False
42296,legislative,False,False,False,True,False,False,False
42297,legislatively,False,False,False,True,False,False,False
42298,legislator,False,False,False,True,False,False,False
42300,legislature,False,False,False,True,False,False,False
42413,lesion,False,False,False,False,False,False,True
42543,libel,False,False,False,True,False,False,False
42544,libeled,False,False,False,True,False,False,False
42553,libelous,False,False,False,True,False,False,False
42603,licensable,False,False,False,True,False,False,False
42638,lie,True,False,False,False,False,False,False
42648,lienholders,False,False,False,True,False,False,False
42767,likelihood,False,False,True,False,False,False,False
42819,limit,False,False,False,False,True,False,False
42820,limitation,True,False,False,False,False,False,False
42825,limiting,False,False,False,False,True,False,False
42897,lingering,True,False,False,False,False,False,False
42980,liquidate,True,False,False,False,False,False,False
42981,liquidated,True,False,False,False,False,False,False
42982,liquidates,True,False,False,False,False,False,False
42983,liquidating,True,False,False,False,False,False,False
42984,liquidation,True,False,False,False,False,False,False
42986,liquidator,True,False,False,False,False,False,False
43081,litigant,True,False,False,True,False,False,False
43083,litigate,True,False,False,True,False,False,False
43084,litigated,True,False,False,True,False,False,False
43085,litigates,True,False,False,True,False,False,False
43086,litigating,True,False,False,True,False,False,False
43087,litigation,True,False,False,True,False,False,False
43089,litigator,False,False,False,True,False,False,False
43091,litigious,False,False,False,True,False,False,False
43092,litigiousness,False,False,False,True,False,False,False
43277,lockout,True,False,False,False,False,False,False
43535,lose,True,False,False,False,False,False,False
43538,loses,True,False,False,False,False,False,False
43539,losing,True,False,False,False,False,False,False
43541,loss,True,False,False,False,False,False,False
43544,lost,True,False,False,False,False,False,False
43663,loyal,False,True,False,False,False,False,False
43719,lucrative,False,True,False,False,False,False,False
43912,lying,True,False,False,False,False,False,False
44247,majeure,False,False,False,True,False,False,False
44316,malfeasance,True,False,False,False,False,False,False
44321,malfunction,True,False,False,False,False,False,False
44322,malfunctioned,True,False,False,False,False,False,False
44323,malfunctioning,True,False,False,False,False,False,False
44325,malice,True,False,False,False,False,False,False
44327,malicious,True,False,False,False,False,False,False
44328,maliciously,True,False,False,False,False,False,False
44332,malignancy,False,False,False,False,False,False,True
44334,malignant,False,False,False,False,False,False,True
44364,malpractice,True,False,False,False,False,False,False
44431,mandamus,False,False,False,True,False,False,False
44435,mandate,False,False,False,False,True,False,False
44436,mandated,False,False,False,False,True,False,False
44438,mandating,False,False,False,False,True,False,False
44439,mandatorily,False,False,False,False,False,True,False
44440,mandatory,False,False,False,False,True,False,False
44444,manditorily,False,False,False,False,True,False,False
44538,manipulate,True,False,False,False,False,False,False
44539,manipulated,True,False,False,False,False,False,False
44540,manipulates,True,False,False,False,False,False,False
44541,manipulating,True,False,False,False,False,False,False
44542,manipulation,True,False,False,False,False,False,False
44544,manipulative,True,False,False,False,False,False,False
44679,march,False,False,False,False,False,False,True
44744,markdown,True,False,False,False,False,False,False
44745,markdowns,True,False,False,False,False,False,False
45169,may,False,False,True,False,False,False,False
45170,maybe,False,False,True,False,False,False,False
45328,mediate,False,False,False,True,False,False,False
45329,mediated,False,False,False,True,False,False,False
45330,mediates,False,False,False,True,False,False,False
45331,mediating,False,False,False,True,False,False,False
45332,mediation,False,False,False,True,False,False,False
45334,mediator,False,False,False,True,False,False,False
45699,meritorious,False,True,False,False,False,False,False
46173,might,False,False,True,False,False,False,False
46180,mighty,False,False,False,False,False,False,True
46584,misapplication,True,False,False,False,False,False,False
46586,misapplied,True,False,False,False,False,False,False
46587,misapplies,True,False,False,False,False,False,False
46588,misapply,True,False,False,False,False,False,False
46589,misapplying,True,False,False,False,False,False,False
46596,misappropriate,True,False,False,False,False,False,False
46597,misappropriated,True,False,False,False,False,False,False
46598,misappropriates,True,False,False,False,False,False,False
46599,misappropriating,True,False,False,False,False,False,False
46600,misappropriation,True,False,False,False,False,False,False
46609,misbranded,True,False,False,False,False,False,False
46611,miscalculate,True,False,False,False,False,False,False
46612,miscalculated,True,False,False,False,False,False,False
46613,miscalculates,True,False,False,False,False,False,False
46614,miscalculating,True,False,False,False,False,False,False
46615,miscalculation,True,False,False,False,False,False,False
46638,mischaracterization,True,False,False,False,False,False,False
46640,mischief,True,False,False,False,False,False,False
46649,misclassification,True,False,False,False,False,False,False
46650,misclassifications,True,False,False,False,False,False,False
46651,misclassified,True,False,False,False,False,False,False
46652,misclassify,True,False,False,False,False,False,False
46653,miscommunication,True,False,False,False,False,False,False
46660,misconduct,True,False,False,False,False,False,False
46680,misdated,True,False,False,False,False,False,False
46687,misdemeanor,True,False,False,True,False,False,False
46698,misdirected,True,False,False,False,False,False,False
46719,misfeasance,False,False,False,True,False,False,False
46750,mishandle,True,False,False,False,False,False,False
46751,mishandled,True,False,False,False,False,False,False
46752,mishandles,True,False,False,False,False,False,False
46753,mishandling,True,False,False,False,False,False,False
46766,misinform,True,False,False,False,False,False,False
46767,misinformation,True,False,False,False,False,False,False
46769,misinformed,True,False,False,False,False,False,False
46770,misinforming,True,False,False,False,False,False,False
46771,misinforms,True,False,False,False,False,False,False
46772,misinterpret,True,False,False,False,False,False,False
46773,misinterpretation,True,False,False,False,False,False,False
46775,misinterpreted,True,False,False,False,False,False,False
46776,misinterpreting,True,False,False,False,False,False,False
46777,misinterprets,True,False,False,False,False,False,False
46778,misjudge,True,False,False,False,False,False,False
46779,misjudged,True,False,False,False,False,False,False
46780,misjudges,True,False,False,False,False,False,False
46781,misjudging,True,False,False,False,False,False,False
46782,misjudgment,True,False,False,False,False,False,False
46783,misjudgments,True,False,False,False,False,False,False
46784,mislabel,True,False,False,False,False,False,False
46785,mislabeled,True,False,False,False,False,False,False
46786,mislabeling,True,False,False,False,False,False,False
46787,mislabelled,True,False,False,False,False,False,False
46789,mislabels,True,False,False,False,False,False,False
46794,mislead,True,False,False,False,False,False,False
46795,misleading,True,False,False,False,False,False,False
46796,misleadingly,True,False,False,False,False,False,False
46797,misleads,True,False,False,False,False,False,False
46798,misled,True,False,False,False,False,False,False
46799,mismanage,True,False,False,False,False,False,False
46800,mismanaged,True,False,False,False,False,False,False
46801,mismanagement,True,False,False,False,False,False,False
46803,mismanages,True,False,False,False,False,False,False
46804,mismanaging,True,False,False,False,False,False,False
46805,mismatch,True,False,False,False,False,False,False
46806,mismatched,True,False,False,False,False,False,False
46808,mismatching,True,False,False,False,False,False,False
46830,misplaced,True,False,False,False,False,False,False
46840,misprice,True,False,False,False,False,False,False
46842,mispricing,True,False,False,False,False,False,False
46843,mispricings,True,False,False,False,False,False,False
46870,misrepresent,True,False,False,False,False,False,False
46871,misrepresentation,True,False,False,False,False,False,False
46873,misrepresented,True,False,False,False,False,False,False
46874,misrepresenting,True,False,False,False,False,False,False
46875,misrepresents,True,False,False,False,False,False,False
46880,miss,True,False,False,False,False,False,False
46883,missed,True,False,False,False,False,False,False
46922,misstate,True,False,False,False,False,False,False
46923,misstated,True,False,False,False,False,False,False
46924,misstatement,True,False,False,False,False,False,False
46926,misstates,True,False,False,False,False,False,False
46927,misstating,True,False,False,False,False,False,False
46928,misstep,True,False,False,False,False,False,False
46934,mistake,True,False,False,False,False,False,False
46935,mistaken,True,False,False,False,False,False,False
46936,mistakenly,True,False,False,False,False,False,False
46938,mistaking,True,False,False,False,False,False,False
46965,mistrial,True,False,False,True,False,False,False
46975,misunderstand,True,False,False,False,False,False,False
46976,misunderstanding,True,False,False,False,False,False,False
46979,misunderstood,True,False,False,False,False,False,False
46980,misuse,True,False,False,False,False,False,False
46981,misused,True,False,False,False,False,False,False
46983,misusing,True,False,False,False,False,False,False
47427,monopolistic,True,False,False,False,False,False,False
47428,monopolist,True,False,False,False,False,False,False
47429,monopolization,True,False,False,False,False,False,False
47431,monopolize,True,False,False,False,False,False,False
47432,monopolized,True,False,False,False,False,False,False
47435,monopolizes,True,False,False,False,False,False,False
47436,monopolizing,True,False,False,False,False,False,False
47437,monopoly,True,False,False,False,False,False,False
47587,moratorium,True,False,False,False,False,False,False
47606,moreover,False,False,False,True,False,False,False
47658,mortgagee,False,False,False,False,False,False,True
47718,mothballed,True,False,False,False,False,False,False
47719,mothballing,True,False,False,False,False,False,False
47752,motion,False,False,False,True,False,False,False
48408,mutandis,False,False,False,True,False,False,False
48821,nearly,False,False,True,False,False,False,False
48853,necessitate,False,False,False,False,True,False,False
48854,necessitated,False,False,False,False,True,False,False
48855,necessitates,False,False,False,False,True,False,False
48856,necessitating,False,False,False,False,True,False,False
48930,negative,True,False,False,False,False,False,False
48932,negatively,True,False,False,False,False,False,False
48941,neglect,True,False,False,False,False,False,False
48942,neglected,True,False,False,False,False,False,False
48943,neglectful,True,False,False,False,False,False,False
48947,neglecting,True,False,False,False,False,False,False
48952,negligence,True,False,False,False,False,False,False
48954,negligent,True,False,False,False,False,False,False
48955,negligently,True,False,False,False,False,False,False
49509,nolo,False,False,False,True,False,False,False
49592,nonappealable,False,False,False,True,False,False,False
49598,nonassessable,False,False,True,False,False,False,False
49602,nonattainment,True,False,False,False,False,False,False
49632,nonbreaching,False,False,False,True,False,False,False
49644,noncancelable,False,False,False,False,True,False,False
49645,noncancellable,False,False,False,False,True,False,False
49703,noncompetitive,True,False,False,False,False,False,False
49705,noncompliance,True,False,False,False,False,False,False
49707,noncompliant,True,False,False,False,False,False,False
49708,noncomplying,True,False,False,False,False,False,False
49718,nonconforming,True,False,False,False,False,False,False
49721,nonconformity,True,False,False,False,False,False,False
49738,noncontingent,False,False,False,True,False,False,False
49740,noncontract,False,False,False,True,False,False,False
49743,noncontractual,False,False,False,True,False,False,False
49745,noncontributory,False,False,False,True,False,False,False
49816,nondisclosure,True,False,False,False,False,False,False
49874,nonetheless,False,False,False,False,False,True,False
49904,nonfeasance,False,False,False,True,False,False,False
49911,nonfiduciary,False,False,False,True,False,False,False
49929,nonforfeitability,False,False,False,True,False,False,False
49930,nonforfeitable,False,False,False,True,False,False,False
49931,nonforfeiture,False,False,False,True,False,False,False
49936,nonfunctional,True,False,False,False,False,False,False
49949,nonguarantor,False,False,False,True,False,False,False
49985,noninfringement,False,False,False,True,False,False,False
49986,noninfringing,False,False,False,True,False,False,False
50008,nonjudicial,False,False,False,True,False,False,False
50009,nonjudicially,False,False,False,True,False,False,False
50010,nonjurisdictional,False,False,False,True,False,False,False
50115,nonpayment,True,False,False,False,False,False,False
50121,nonperformance,True,False,False,False,False,False,False
50125,nonperforming,True,False,False,False,False,False,False
50162,nonproducing,True,False,False,False,False,False,False
50165,nonproductive,True,False,False,False,False,False,False
50208,nonrecoverable,True,False,False,False,False,False,False
50228,nonrenewal,True,False,False,False,False,False,False
50291,nonseverable,False,False,False,True,False,False,False
50365,nonterminable,False,False,False,True,False,False,False
50397,nonusurious,False,False,False,True,False,False,False
50539,notarial,False,False,False,True,False,False,False
50540,notary,False,False,False,True,False,False,False
50541,notarization,False,False,False,True,False,False,False
50542,notarizations,False,False,False,True,False,False,False
50543,notarize,False,False,False,True,False,False,False
50544,notarized,False,False,False,True,False,False,False
50546,notarizing,False,False,False,True,False,False,False
50600,notwithstanding,False,False,False,True,False,False,False
50641,novo,False,False,False,True,False,False,False
50701,nuisance,True,False,False,False,False,False,False
50708,nullification,True,False,False,True,False,False,False
50710,nullified,True,False,False,True,False,False,False
50711,nullifies,True,False,False,True,False,False,False
50712,nullify,True,False,False,True,False,False,False
50713,nullifying,True,False,False,True,False,False,False
50714,nullity,False,False,False,True,False,False,False
50920,objected,True,False,False,False,False,False,False
50925,objecting,True,False,False,False,False,False,False
50926,objection,True,False,False,False,False,False,False
50927,objectionable,True,False,False,False,False,False,False
50928,objectionably,True,False,False,False,False,False,False
50949,obligate,False,False,False,False,True,False,False
50950,obligated,False,False,False,False,True,False,False
50951,obligates,False,False,False,False,True,False,False
50952,obligating,False,False,False,False,True,False,False
50953,obligation,False,False,False,False,True,False,False
50956,obligatory,False,False,False,False,True,False,False
50957,oblige,False,False,False,False,True,False,False
50958,obliged,False,False,False,False,True,False,False
50959,obligee,False,False,False,True,False,False,False
50960,obligees,False,False,False,True,False,False,False
50961,obliges,False,False,False,False,True,False,False
50964,obligor,False,False,False,True,False,False,False
50965,obligors,False,False,False,True,False,False,False
50997,obscene,True,False,False,False,False,False,False
51002,obscenity,True,False,False,False,False,False,False
51056,obsolescence,True,False,False,False,False,False,False
51061,obsolete,True,False,False,False,False,False,False
51065,obstacle,True,False,False,False,False,False,False
51080,obstruct,True,False,False,False,False,False,False
51081,obstructed,True,False,False,False,False,False,False
51082,obstructing,True,False,False,False,False,False,False
51083,obstruction,True,False,False,False,False,False,False
51119,obviate,False,False,False,False,False,True,False
51133,occasionally,False,False,True,False,False,False,False
51267,offence,True,False,False,False,False,False,False
51269,offend,True,False,False,False,False,False,False
51270,offended,True,False,False,False,False,False,False
51271,offender,True,False,False,False,False,False,False
51273,offending,True,False,False,False,False,False,False
51274,offends,True,False,False,False,False,False,False
51275,offense,False,False,False,True,False,False,False
51284,offeree,False,False,False,True,False,False,False
51285,offerees,False,False,False,True,False,False,False
51288,offeror,False,False,False,True,False,False,False
51400,oink,False,False,False,False,False,False,True
51469,omission,True,False,False,False,False,False,False
51471,omit,True,False,False,False,False,False,False
51472,omits,True,False,False,False,False,False,False
51473,omitted,True,False,False,False,False,False,False
51474,omitting,True,False,False,False,False,False,False
51513,onerous,True,False,False,False,False,False,False
51662,opportunistic,True,False,False,False,False,False,False
51663,opportunistically,True,False,False,False,False,False,False
51665,opportunity,False,True,False,False,False,False,False
51667,oppose,True,False,False,False,False,False,False
51668,opposed,True,False,False,False,False,False,False
51669,opposes,True,False,False,False,False,False,False
51670,opposing,True,False,False,False,False,False,False
51674,opposition,True,False,False,False,False,False,False
51708,optimistic,False,True,False,False,False,False,False
51727,optionee,False,False,False,True,False,False,False
51728,optionees,False,False,False,True,False,False,False
51825,ordinarily,False,False,True,False,False,False,False
52055,outage,True,False,False,False,False,False,False
52103,outdated,True,False,False,False,False,False,False
52228,outmoded,True,False,False,False,False,False,False
52241,outperform,False,True,False,False,False,False,False
52243,outperformed,False,True,False,False,False,False,False
52246,outperforming,False,True,False,False,False,False,False
52247,outperforms,False,True,False,False,False,False,False
52432,overage,True,False,False,False,False,False,False
52480,overbuild,True,False,False,False,False,False,False
52481,overbuilding,True,False,False,False,False,False,False
52482,overbuilds,True,False,False,False,False,False,False
52483,overbuilt,True,False,False,False,False,False,False
52484,overburden,True,False,False,False,False,False,False
52485,overburdened,True,False,False,False,False,False,False
52486,overburdening,True,False,False,False,False,False,False
52492,overcapacities,True,False,False,False,False,False,False
52493,overcapacity,True,False,False,False,False,False,False
52504,overcharge,True,False,False,False,False,False,False
52505,overcharged,True,False,False,False,False,False,False
52507,overcharging,True,False,False,False,False,False,False
52519,overcome,True,False,False,False,False,False,False
52520,overcomes,True,False,False,False,False,False,False
52521,overcoming,True,False,False,False,False,False,False
52583,overdue,True,False,False,False,False,False,False
52598,overestimate,True,False,False,False,False,False,False
52599,overestimated,True,False,False,False,False,False,False
52601,overestimating,True,False,False,False,False,False,False
52602,overestimation,True,False,False,False,False,False,False
52730,overload,True,False,False,False,False,False,False
52731,overloaded,True,False,False,False,False,False,False
52732,overloading,True,False,False,False,False,False,False
52735,overlook,True,False,False,False,False,False,False
52736,overlooked,True,False,False,False,False,False,False
52737,overlooking,True,False,False,False,False,False,False
52755,overpaid,True,False,False,False,False,False,False
52761,overpayment,True,False,False,False,False,False,False
52799,overproduced,True,False,False,False,False,False,False
52800,overproduces,True,False,False,False,False,False,False
52801,overproducing,True,False,False,False,False,False,False
52802,overproduction,True,False,False,False,False,False,False
52837,overrule,False,False,False,True,False,False,False
52838,overruled,False,False,False,True,False,False,False
52839,overrules,False,False,False,True,False,False,False
52840,overruling,False,False,False,True,False,False,False
52841,overrun,True,False,False,False,False,False,False
52842,overrunning,True,False,False,False,False,False,False
52861,overshadow,True,False,False,False,False,False,False
52862,overshadowed,True,False,False,False,False,False,False
52863,overshadowing,True,False,False,False,False,False,False
52864,overshadows,True,False,False,False,False,False,False
52906,overstate,True,False,False,False,False,False,False
52907,overstated,True,False,False,False,False,False,False
52908,overstatement,True,False,False,False,False,False,False
52910,overstates,True,False,False,False,False,False,False
52911,overstating,True,False,False,False,False,False,False
52938,oversupplied,True,False,False,False,False,False,False
52939,oversupply,True,False,False,False,False,False,False
52941,oversupplying,True,False,False,False,False,False,False
52964,overtly,True,False,False,False,False,False,False
52970,overturn,True,False,False,False,False,False,False
52971,overturned,True,False,False,False,False,False,False
52972,overturning,True,False,False,False,False,False,False
52980,overvalue,True,False,False,False,False,False,False
52981,overvalued,True,False,False,False,False,False,False
52983,overvaluing,True,False,False,False,False,False,False
53443,panic,True,False,False,False,False,False,False
53554,para,False,False,False,True,False,False,False
53733,pari,False,False,False,True,False,False,False
53974,passu,False,False,False,True,False,False,False
54051,patentee,False,False,False,True,False,False,False
54347,pecuniarily,False,False,False,True,False,False,False
54505,penalize,True,False,False,False,False,False,False
54506,penalized,True,False,False,False,False,False,False
54507,penalizes,True,False,False,False,False,False,False
54508,penalizing,True,False,False,False,False,False,False
54509,penalty,True,False,False,False,False,False,False
54528,pending,False,False,True,False,False,False,False
54742,perfect,False,True,False,False,False,False,False
54745,perfected,False,True,False,False,False,False,False
54758,perfectly,False,True,False,False,False,False,False
54795,perhaps,False,False,True,False,False,False,False
54804,peril,True,False,False,False,False,False,False
54868,perjury,True,False,False,True,False,False,False
54902,permissible,False,False,False,False,True,False,False
54904,permission,False,False,False,False,True,False,False
54914,permitted,False,False,False,False,True,False,False
54915,permittee,False,False,False,True,False,False,False
54916,permittees,False,False,False,True,False,False,False
54917,permitting,False,False,False,False,True,False,False
54941,perpetrate,True,False,False,True,False,False,False
54942,perpetrated,True,False,False,True,False,False,False
54943,perpetrates,True,False,False,True,False,False,False
54944,perpetrating,True,False,False,True,False,False,False
54945,perpetration,True,False,False,True,False,False,False
54987,persist,True,False,False,False,False,False,False
54988,persisted,True,False,False,False,False,False,False
54989,persistence,True,False,False,False,False,False,False
54992,persistent,True,False,False,False,False,False,False
54993,persistently,True,False,False,False,False,False,False
54994,persisting,True,False,False,False,False,False,False
54995,persists,True,False,False,False,False,False,False
55015,personam,False,False,False,True,False,False,False
55092,pervasive,True,False,False,False,False,False,False
55093,pervasively,True,False,False,False,False,False,False
55094,pervasiveness,True,False,False,False,False,False,False
55163,petition,False,False,False,True,False,False,False
55164,petitioned,False,False,False,True,False,False,False
55165,petitioner,False,False,False,True,False,False,False
55167,petitioning,False,False,False,True,False,False,False
55213,petty,True,False,False,False,False,False,False
55607,picket,True,False,False,False,False,False,False
55608,picketed,True,False,False,False,False,False,False
55609,picketing,True,False,False,False,False,False,False
55953,piracy,False,False,False,False,False,False,True
56136,plaintiff,True,False,False,True,False,False,False
56319,plea,True,False,False,False,False,False,False
56320,plead,True,False,False,False,False,False,False
56321,pleaded,True,False,False,False,False,False,False
56324,pleading,True,False,False,True,False,False,False
56326,pleads,True,False,False,True,False,False,False
56328,pleasant,False,True,False,False,False,False,False
56331,pleasantly,False,True,False,False,False,False,False
56337,pleased,False,True,False,False,False,False,False
56343,pleasure,False,True,False,False,False,False,False
56362,pled,True,False,False,False,False,False,False
56363,pledge,False,False,False,False,True,False,False
56364,pledged,False,False,False,False,True,False,False
56365,pledgee,False,False,False,True,False,False,False
56368,pledging,False,False,False,False,True,False,False
56369,pledgor,False,False,False,True,False,False,False
56370,pledgors,False,False,False,True,False,False,False
56372,plenary,False,False,False,False,False,True,False
56379,plentiful,False,True,False,False,False,False,False
56949,poor,True,False,False,False,False,False,False
56956,poorly,True,False,False,False,False,False,False
56987,popular,False,True,False,False,False,False,False
56989,popularity,False,True,False,False,False,False,False
57124,pose,True,False,False,False,False,False,False
57131,posing,True,False,False,False,False,False,False
57142,positive,False,True,False,False,False,False,False
57143,positively,False,True,False,False,False,False,False
57166,possessory,False,False,False,True,False,False,False
